,name,locality,region,postal_code,latitude,longitude,dgcr_id,year_established,tee_type,basket_type,holes,length,hours_to_play,multiple_layouts,hills,woods,par,sse,difficulty,rating,rating_count
2067,Friends of Punderson DGC,Newbury,OH,44065,41.460482,-81.224413,3328,2009,Concrete,Mach 3,18,8619,4.2,True,1,2,65,65.7,0.03888888888888905,3.88,33
4266,Orangebrook Country Club,Hollywood,FL,33021,26.007759,-80.173624,7745,2015,Mixed,Chainstar,18,8618,4.2,False,0,0,64,56.1,-0.43888888888888883,3.36,7
5595,Steel Club,Hellertown,PA,18055,40.587043,-75.331983,10236,2018,Turf,DISCatcher,18,8610,4.19,False,1,0,62,56.1,-0.3277777777777777,4.17,3
4208,Ohio Northern University,Ada,OH,45810,40.768988,-83.833902,1637,2003,Concrete,Chainstar,21,8609,4.19,True,0,0,64,60.4,-0.17142857142857149,3.3,10
2300,Grindstone Park,Ruidoso,NM,88345,33.32278,-105.681502,1331,2006,Concrete,DISCatcher,27,8604,4.19,True,2,1,81,75.5,-0.2037037037037037,4.31,16
4364,Paradise Pointe - Woodhenge,Smithville,MO,64089,39.4085,-94.5503,4678,2011,Concrete,Chainstar,18,8600,4.19,False,1,1,62,61.6,-0.022222222222222143,4.0,10
2404,Hart Park - Suicide Flats,Bakersfield,CA,93308,35.445236,-118.905566,3092,2008,Concrete,Mach 3,18,8600,4.19,True,0,1,56,51.9,-0.22777777777777786,3.42,24
2376,Harding University DGC,Searcy,AR,72143,35.243586,-91.717418,5753,2011,Grass,DISCatcher,18,8598,4.19,True,0,0,57,56.1,-0.04999999999999992,3.0,2
544,Borderland State Park,Easton,MA,02334,42.060943,-71.16592,1033,1999,Rubber,Chainstar,36,8585,4.18,True,0,1,68,56.2,-0.3277777777777777,4.21,56
2583,Hobbs Farm Park,Carrollton,GA,30116,33.595033,-85.076389,8334,2016,Concrete,Prodigy,18,8579,4.18,True,1,1,66,64.9,-0.0611111111111108,4.66,25
4242,Oldsmar DGC,Oldsmar,FL,34677,28.039835,-82.698468,9104,2017,Concrete,DISCatcher,18,8558,4.17,True,0,1,64,60.9,-0.1722222222222223,4.08,6
2442,Heckscher Forest DGC,East Islip,NY,11730,40.710325,-73.174433,7015,2014,Natural,Chainstar,21,8553,4.17,True,0,1,70,53.4,-0.7904761904761906,3.73,13
5894,The Monster @ Fighting Creek,Powhatan,VA,23139,37.54772,-77.928724,3523,2009,Mixed,DISCatcher,18,8553,4.17,True,1,1,66,65.5,-0.027777777777777776,2.69,21
2729,Indian Hills DGC,Carson City,NV,89705,39.084975,-119.786269,6651,2014,Rubber,Basket,27,8545,4.17,True,2,0,83,69.3,-0.5074074074074075,3.25,6
6183,Underwood Golf Complex,El Paso,TX,79904,31.838451,-106.431119,10063,2018,Turf,DISCatcher,9,8544,4.17,True,0,0,27,32.2,0.5777777777777781,4.0,1
6212,University Park,Manhattan,KS,66503,39.367132,-96.714471,8887,2017,Concrete,Other,18,8535,4.17,False,2,1,63,60.9,-0.11666666666666675,3.4,5
2846,JMB DGC - Championship,West Plains,MO,65775,36.757577,-91.83794,8206,2016,Concrete,DGA,18,8525,4.16,True,1,2,69,60.2,-0.4888888888888887,4.0,1
5834,The Dragon,Purcell,OK,73080,34.988657,-97.378799,9627,2017,Concrete,Dynamic Veteran,18,8523,4.16,False,0,1,66,62.6,-0.1888888888888888,2.75,2
4401,Pawhuska DGC,Pawhuska,OK,74056,36.6571,-96.3486,10836,2019,Natural,DISCatcher,18,8515,4.16,True,1,0,56,52.2,-0.21111111111111094,4.5,1
5767,TC Jester Park,Houston,TX,77018,29.8284,-95.45495,4844,1997,Concrete,Chainstar,21,8488,4.15,True,0,0,66,59.7,-0.2999999999999999,3.5,25
2582,Hobbs Army Airfield DGC,Hobbs,NM,88240,32.77129,-103.20518,3772,2010,Concrete,DISCatcher,18,8480,4.14,True,0,0,56,55.7,-0.01666666666666651,3.13,8
2401,Harry Myers 2.0,Rockwall,TX,75087,32.929625,-96.446461,10653,2007,Concrete,DISCatcher,18,8475,4.14,True,1,1,64,62.1,-0.10555555555555547,4.25,2
4366,Parc des Familles DGC,Marrero,LA,70072,29.803126,-90.090319,9773,2018,Concrete,DISCatcher,18,8466,4.14,True,0,2,65,68.6,0.19999999999999968,4.5,8
4914,Riverside Park,Victoria,TX,77901,28.8101,-97.0204,496,1988,Concrete,DISCatcher,21,8464,4.14,True,0,1,68,66.0,-0.09523809523809523,3.6,10
4853,River Bends,Utica,MI,48317,42.65015,-83.054016,499,1988,Mixed,Mixed,27,8463,4.14,True,0,1,81,78.2,-0.1037037037037036,3.06,40
5981,Three Peaks,Cedar City,UT,84721,37.764941,-113.175997,7861,2015,Concrete,Basket,18,8462,4.14,True,1,1,62,61.7,-0.01666666666666651,3.63,4
3401,Live Oak Park - Gold,Ingleside,TX,78362,27.854439,-97.210266,3434,2009,Concrete,DISCatcher,18,8458,4.14,False,0,2,65,67.6,0.14444444444444413,3.71,14
5698,Sunset Hills DGC,Pekin,IL,61554,40.544256,-89.612947,7162,2014,Concrete,DISCatcher,18,8442,4.13,True,1,1,63,65.1,0.11666666666666635,3.9,5
5176,Scenic Vista,Lisbon,OH,44432,40.7359,-80.8163,9831,2018,Mixed,Mach 5,18,8421,4.12,True,1,1,64,58.1,-0.3277777777777777,3.75,6
4016,Nevin Park DGC,Charlotte,NC,28269,35.30242,-80.83433,3658,2009,Concrete,DISCatcher,18,8419,4.12,True,1,2,69,70.2,0.06666666666666682,4.3,59
445,Bird Bay Golf Course,Venice,FL,34285,27.109261,-82.439067,6160,2013,Grass,Lightning DB-5,18,8411,4.12,True,1,1,60,61.6,0.08888888888888896,2.89,9
3144,Lake Montebello DGC,Baltimore,MD,21218,39.32748,-76.586208,4807,2011,Natural,DISCatcher,18,8400,4.11,True,1,1,67,62.1,-0.27222222222222214,3.28,9
5386,Sky High DGC,Wrightwood,CA,92397,34.385264,-117.68745,1884,1999,Rubber,DISCatcher,27,8400,4.11,True,2,1,81,72.9,-0.29999999999999977,4.48,40
1616,Eagle DGC,Olpe,KS,66865,38.250266,-96.1808,8285,2016,Concrete,Dynamic Veteran,18,8395,4.11,True,0,1,65,61.5,-0.19444444444444445,4.3,5
5348,Silver Creek Park,Manitowoc,WI,54220,44.060732,-87.660667,321,2000,Concrete,Mach 3,36,8389,4.11,True,1,1,126,102.9,-0.6416666666666665,4.08,46
1120,Cleburne Disc Golf,Cleburne,TX,76031,32.381577,-97.377625,9342,2017,Grass,Dynamic Patriot,18,8388,4.11,True,0,0,58,52.5,-0.3055555555555556,3.0,2
6044,Tommy Schumpert Park,Knoxville,TN,37918,36.044432,-83.958968,4602,2011,Pavers,DISCatcher,36,8388,4.11,True,2,2,68,68.2,0.005555555555555635,3.43,27
5404,Slayter Creek Park,Anna,TX,75409,33.363734,-96.553763,6821,2014,Concrete,Mach New 2,18,8378,4.11,True,0,0,66,55.3,-0.5944444444444446,3.5,11
4530,Pinto Lake DGC,Watsonville,CA,95077,36.964374,-121.772043,3107,2008,Concrete,Mach 3,18,8370,4.1,True,1,1,56,56.3,0.01666666666666651,3.46,26
3626,Mayhew Creek Park,Sauk Rapids,MN,56379,45.610825,-94.127362,5427,2012,Concrete,Mach 3,18,8350,4.1,True,0,0,72,55.2,-0.9333333333333331,3.89,9
2644,Horseshoe Lake - Lakeside,Port Orchard,WA,98367,47.405735,-122.672089,8981,2016,Concrete,DISCatcher,18,8345,4.09,False,1,0,62,55.2,-0.3777777777777776,4.14,7
5971,Thompson Park Disc Golf,East Liverpool,OH,43920,40.644047,-80.562744,1913,2004,Grass,Chainstar,27,8336,4.09,False,2,1,89,72.8,-0.6000000000000001,2.97,19
434,Bijou Community Park,South Lake Tahoe,CA,96150,38.931885,-119.96868,1012,1999,Mixed,DISCatcher,27,8324,4.09,True,0,1,81,72.1,-0.32962962962962983,4.02,43
165,Armco Park - Blue Course,Ashland,KY,41102,38.436896,-82.691796,3229,2009,Concrete,DISCatcher,18,8324,4.09,True,2,1,62,56.4,-0.31111111111111117,3.82,31
6626,Willow Valley,Richmond,RI,02892,41.549094,-71.635237,5432,2012,Mixed,Dynamic Recruit,27,8317,4.08,False,1,2,88,80.6,-0.2740740740740743,3.54,13
1428,Deer Lakes Park,Tarentum,PA,15084,40.621399,-79.819504,125,2006,Concrete,Mach X,18,8316,4.08,True,2,1,66,61.2,-0.2666666666666665,4.64,82
3770,Milby Park DGC,Houston,TX,77017,29.7058,-95.264,9617,2018,Mixed,Chainstar,21,8314,4.08,False,1,0,67,59.4,-0.36190476190476195,2.88,4
3555,Maple Hill DGC,Leicester,MA,01524,42.276015,-71.895701,119,2002,Pavers,MVP Black Hole,18,8300,4.08,True,1,1,61,62.2,0.06666666666666682,4.68,97
2207,Gordy Road,Fort Pierce,FL,34945,27.39997,-80.399001,1320,2007,Concrete,Chainstar,27,8294,4.07,True,0,1,83,74.3,-0.32222222222222235,3.5,23
6011,Tinicum Park,Erwinna,PA,18920,40.506072,-75.073612,22,1992,Gravel,Mach 3,18,8291,4.07,True,0,1,58,56.5,-0.08333333333333333,3.69,44
6698,Woodland Valley - The Kodiak,Limerick,ME,04048,43.68272,-70.778255,6540,2013,Pavers,Mach 5,18,8289,4.07,False,1,2,72,67.7,-0.23888888888888873,2.25,2
5822,The Chain Links @ Nashboro,Nashville,TN,37127,36.088052,-86.64264,8290,2016,Turf,Dynamic Recruit,18,8288,4.07,True,2,1,61,59.3,-0.09444444444444461,3.5,4
2645,Hot Shots DGC,Lexington Park,MD,20653,38.260647,-76.449137,3461,2009,Concrete,Mach 5,36,8284,4.07,True,0,0,64,55.2,-0.24444444444444435,3.75,18
2064,French Creek State Park,Elverson,PA,19520,40.19881,-75.78425,3108,2009,Rubber,Mach 3,18,8283,4.07,True,1,2,64,67.7,0.2055555555555557,3.81,45
2703,IDGC - Steady Ed Headrick Memorial,Appling,GA,30802,33.64618,-82.28843,1869,2006,Concrete,Mach 3,18,8274,4.07,True,2,2,61,46.3,-0.8166666666666669,4.35,63
3758,Middle Park DGC,Bettendorf,IA,52722,41.545873,-90.498676,550,2006,Concrete,Mach 5,18,8272,4.07,True,1,1,58,55.0,-0.16666666666666666,3.81,26
5591,Statesboro-Bulloch DGC - 18,Statesboro,GA,30458,32.475809,-81.74121,7507,2015,Concrete,DISCatcher,18,8271,4.07,True,0,2,63,49.5,-0.75,3.75,10
5312,Ship Rock DGC,Willow Street,PA,17584,39.956514,-76.243684,5651,2012,Concrete,DISCatcher,18,8270,4.07,True,1,1,64,51.8,-0.6777777777777779,3.77,28
4789,Reidy Creek Disc Golf,Escondido,CA,92026,33.166974,-117.090767,10765,2019,Concrete,DISCatcher,18,8253,4.06,True,1,0,64,54.9,-0.5055555555555556,4.0,1
4828,Ridge DGC,Phoenix,MD,21131,39.510957,-76.6099,9100,2017,Mixed,Chainstar,18,8250,4.06,True,2,0,61,54.5,-0.3611111111111111,3.75,2
5004,Rogers Lakewood Park,Valparaiso,IN,46383,41.517382,-87.06378,1773,1999,Mixed,DISCatcher,24,8246,4.06,True,1,1,72,67.5,-0.1875,4.11,46
4474,Pickard Park,Indianola,IA,50125,41.355598,-93.525299,67,1999,Concrete,Chainstar,18,8244,4.06,True,1,0,63,54.9,-0.45000000000000007,4.42,32
4035,New World DGC - Green,Jacksonville,FL,32221,30.231342,-81.895129,8287,2015,Concrete,Prodigy,20,8242,4.05,True,1,0,70,57.7,-0.6149999999999999,4.23,13
4660,Propst Park,Columbus,MS,39701,33.498729,-88.397817,4257,2010,Concrete,DISCatcher,18,8235,4.05,True,0,0,61,54.8,-0.3444444444444446,3.75,6
6446,Wendell DGC,Wendell,NC,27591,35.781639,-78.380056,7539,2015,Natural,DISCatcher,18,8229,4.05,True,1,1,66,60.8,-0.28888888888888903,2.29,7
3445,Loriella Park,Spotsylvania,VA,22407,38.254416,-77.544316,593,2001,Turf,DISCatcher,18,8220,4.05,True,1,1,54,52.6,-0.0777777777777777,3.74,33
2032,Franklin - Simpson DGC,Franklin,KY,42134,36.730931,-86.548351,379,2005,Concrete,DISCatcher,18,8198,4.04,True,1,0,64,54.7,-0.5166666666666665,3.31,21
3482,Lumberton DGC,Lumberton,TX,77625,30.229876,-94.232673,7144,2014,Concrete,DISCatcher,18,8198,4.04,True,0,0,62,54.7,-0.4055555555555554,3.88,4
5474,Southeast Park,Columbia,SC,29209,33.961916,-80.932342,5928,2012,Concrete,DISCatcher,18,8184,4.03,True,0,1,60,55.7,-0.23888888888888873,3.61,18
6261,Van Buren Golf Center,Riverside,CA,92503,33.953014,-117.455657,2963,2008,Grass,DesignerPro,18,8181,4.03,True,0,0,68,50.5,-0.9722222222222222,2.41,11
3604,Mason County Park - Goliath,Ludington,MI,49431,43.900861,-86.440601,710,1993,Concrete,DISCatcher,24,8171,4.03,False,1,1,72,69.2,-0.11666666666666654,4.08,12
1714,El Dorado DGC,El Dorado,KS,67042,37.812946,-96.878422,9386,2017,Concrete,Dynamic Veteran,18,8163,4.02,True,0,0,60,49.6,-0.5777777777777777,2.5,1
3745,MetCenter DGC,Austin,TX,78744,30.203571,-97.705429,3631,2009,Concrete,DISCatcher,18,8151,4.02,True,0,1,63,60.5,-0.1388888888888889,3.66,28
127,Anson B. Nixon Park,Kennett Square,PA,19348,39.8526,-75.708298,50,1996,Mixed,Mixed,36,8150,4.02,True,1,1,70,60.5,-0.2638888888888889,3.01,45
5523,Sportsplex,Athens,AL,35611,34.813134,-86.941997,1857,2004,Concrete,DISCatcher,19,8147,4.02,True,0,0,63,52.1,-0.5736842105263157,3.13,16
3398,Live Oak - Lake Course,Live Oak,TX,78233,29.54405,-98.331066,8512,2016,Concrete,DISCatcher,18,8144,4.02,True,1,1,65,60.5,-0.25,2.6,5
5096,Ryan's Course,Shelbyville,KY,40065,38.195662,-85.234106,9785,2018,Concrete,DISCatcher,18,8140,4.02,False,1,1,64,60.4,-0.20000000000000007,3.2,5
164,Armco Park,Lebanon,OH,45036,39.457337,-84.277769,10695,2019,Concrete,Mach 2,18,8131,4.01,False,2,1,59,60.4,0.0777777777777777,3.6,5
498,Blue Mountain - Valley Park,Danielsville,PA,18038,40.8224,-75.513142,3910,2010,Concrete,DISCatcher,18,8130,4.01,True,1,1,64,60.4,-0.20000000000000007,4.0,7
1353,CSUMB Oaks Course,Seaside,CA,93955,36.65,-121.801,513,2005,Concrete,Mach 5,20,8127,4.01,True,0,0,63,57.4,-0.2800000000000001,3.48,21
5925,The Rim Rock DGC,Torrey,UT,84775,38.321389,-111.38333,890,2006,Grass,Lightning DB-5,18,8122,4.01,False,2,1,55,53.2,-0.09999999999999984,3.81,18
2257,Great Blue Heron,Norwalk,OH,44857,41.231949,-82.58536,1323,2000,Concrete,Chainstar,24,8121,4.01,True,0,0,75,64.1,-0.4541666666666669,2.9,21
2982,Kessler Park (Cliff Drive),Kansas City,MO,64124,39.115276,-94.554726,286,2004,Concrete,Mach 3,18,8120,4.01,True,1,1,60,58.3,-0.09444444444444461,3.58,31
6545,Whitehall Township DGC,Whitehall,MI,49461,43.404712,-86.296556,2008,2004,Concrete,DISCatcher,27,8116,4.01,True,1,2,81,79.4,-0.059259259259259046,3.73,41
2220,Graham Creek - Pecan Hollow,Foley,AL,36542,30.339274,-87.640945,9549,2017,Concrete,Mach 5,18,8111,4.0,False,0,2,67,66.8,-0.01111111111111127,2.83,3
2358,Handyman Ace Hardware DGC,Fairborn,OH,45324,39.7903,-84.009167,4222,2010,Concrete,DISCatcher,18,8100,4.0,True,1,2,66,64.3,-0.09444444444444461,4.05,53
2853,Joe Palaia Park,Oakhurst,NJ,07755,40.255871,-74.023262,10470,2018,Pavers,Dynamic Veteran,18,8100,4.0,True,0,0,62,52.3,-0.5388888888888891,3.83,3
3835,Mohawk DGC,Greenfield,IN,46140,39.842379,-85.831922,5628,1996,Mixed,Mixed,27,8100,4.0,False,0,2,84,74.4,-0.35555555555555535,4.06,9
5144,Sandy Creek Park,Athens,GA,30607,34.024783,-83.386817,598,2006,Concrete,DISCatcher,23,8097,4.0,True,1,1,76,67.8,-0.3565217391304349,3.84,35
2035,Franklin Park,Purcellville,VA,20132,39.130734,-77.743453,4351,2010,Concrete,DISCatcher,18,8097,4.0,True,1,0,61,54.4,-0.36666666666666675,3.02,23
6576,Wilderness DGC,Montello,WI,53949,43.693114,-89.331617,9160,2017,Concrete,DISCatcher,36,8095,4.0,True,1,2,66,66.8,0.022222222222222143,4.7,10
1401,David L. Baker Golf Course,Fountain Valley,CA,92708,33.728498,-117.9479,9608,2016,Grass,DISCatcher,18,8094,4.0,True,0,0,63,54.4,-0.47777777777777786,3.5,2
787,Camp Jordan DGC,East Ridge,TN,37412,34.99904,-85.200691,5810,2012,Concrete,Basket,18,8081,3.99,False,0,0,61,53.4,-0.4222222222222223,3.11,19
1925,Flat Creek DGC,Marble Falls,TX,78654,30.481332,-98.044147,8888,2017,Concrete,Mach X,22,8076,3.99,True,1,0,65,54.3,-0.4863636363636365,4.38,8
1829,Fairfield Park,Round Lake,IL,60073,42.35407,-88.11166,6857,2014,Concrete,DISCatcher,30,8075,3.99,True,1,1,65,60.2,-0.1599999999999999,4.59,40
1008,Chautauqua Park,Beatrice,NE,68310,40.253833,-96.739866,536,1998,Concrete,Mach 3,18,8072,3.99,True,1,1,56,54.3,-0.09444444444444461,3.7,15
4659,Prompton State Park,Honesdale,PA,18456,41.591367,-75.330167,1,1997,Rubber,DISCatcher,18,8071,3.99,True,1,0,67,54.3,-0.7055555555555557,3.92,19
3635,McAlister Park,Lubbock,TX,79424,33.543898,-101.951666,1533,2007,Dirt,Mach 5,18,8070,3.99,True,0,0,54,54.3,0.01666666666666651,1.75,14
4305,Ouachita Baptist University DGC,Arkadelphia,AR,71998,34.132632,-93.05546,3045,2008,Concrete,DISCatcher,18,8060,3.99,True,0,1,59,55.3,-0.2055555555555557,2.65,10
6515,Whippin' Post,Paw Paw,WV,25434,39.569183,-78.403694,1910,2000,Mixed,Mach 3,18,8060,3.99,False,2,1,62,60.0,-0.1111111111111111,4.41,22
2406,Harter Park,Union City,IN,47390,40.200146,-84.831012,8519,2015,Concrete,Mixed,24,8054,3.98,False,0,0,78,63.1,-0.6208333333333332,3.4,5
3886,Morse Park North,Neosho,MO,64850,36.881723,-94.371228,2487,2007,Concrete,Chainstar,18,8051,3.98,True,0,1,59,58.0,-0.05555555555555555,2.73,15
6361,Walnut Hill DGC,Columbus,OH,43232,39.939345,-82.836945,8084,2015,Concrete,Mach 3,18,8050,3.98,True,0,0,61,54.2,-0.3777777777777776,3.31,13
4449,Pessimist DiscGolfPark,Fort Morgan,CO,80701,40.267427,-103.774999,7893,2015,Turf,DISCatcher,18,8046,3.98,False,0,1,61,60.1,-0.04999999999999992,4.1,5
3080,Lafreniere Park,Metairie,LA,70003,30.0014,-90.209602,4392,1983,Concrete,Prodigy,24,8044,3.98,True,0,1,74,66.8,-0.3000000000000001,3.19,21
2891,Jones Park - East,Emporia,KS,66801,38.425733,-96.198861,1402,2003,Concrete,Dynamic Veteran,18,8044,3.98,True,0,1,57,53.3,-0.2055555555555557,4.0,14
1809,Evergreen Flyways DGC,Baytown,TX,77523,29.7054,-94.9604,8859,2017,Concrete,DISCatcher,18,8042,3.98,True,1,0,59,54.1,-0.27222222222222214,4.23,11
211,Augusta Disc Golf - Ghost Tree,Augusta,ME,04330,44.294571,-69.768516,8735,2016,Concrete,DISCatcher,18,8040,3.98,False,1,1,69,60.0,-0.5,4.5,4
3037,Knob Hill Park,Wexford,PA,15090,40.657526,-80.115157,124,1994,Concrete,Prodigy,18,8039,3.98,True,2,1,63,56.5,-0.3611111111111111,4.0,65
4841,Riney B DGC,Nicholasville,KY,40356,37.900072,-84.572064,465,2007,Concrete,DISCatcher,27,8034,3.98,True,0,1,97,77.2,-0.7333333333333333,3.45,31
6740,Yellow Creek Park,Owensboro,KY,42303,37.79495,-87.031233,893,1999,Concrete,Chainstar,27,8033,3.98,False,1,0,89,67.7,-0.7888888888888888,3.64,28
5793,The Admiral,Semmes,AL,36575,30.751395,-88.234327,8860,2017,Concrete,DISCatcher,18,8025,3.97,True,0,2,65,66.4,0.0777777777777781,4.32,11
5414,Smugglers Notch - Brewster Ridge,Jeffersonville,VT,05464,44.596983,-72.799228,2510,2012,Mixed,Chainstar,18,8025,3.97,True,1,2,60,39.8,-1.1222222222222225,4.63,44
714,Butter Valley Golf Port DGC,Barto,PA,19504,40.395762,-75.561451,8395,2016,Rubber,DISCatcher,18,8015,3.97,False,1,1,66,59.5,-0.3611111111111111,3.21,7
2942,Keeley Park,McLeansville,NC,27301,36.111808,-79.708007,11084,2019,Concrete,DISCatcher,18,8003,3.96,True,1,2,63,63.7,0.03888888888888905,4.5,4
4842,Rio Grande River Retreat,Monte Vista,CO,81144,37.652797,-106.2403,3298,2009,Natural,Mach 2,18,8000,3.96,True,0,1,56,55.0,-0.05555555555555555,4.08,12
1743,Elmer Thomas DGC,Lawton,OK,73507,34.619717,-98.391844,2642,2019,Concrete,Dynamic Veteran,18,8000,3.96,False,1,0,60,52.8,-0.40000000000000013,2.85,13
5293,Shelton Springs DGC,Shelton,WA,98584,47.234118,-123.116355,4390,2011,Concrete,Chainstar,18,8000,3.96,True,0,2,63,66.4,0.18888888888888922,4.44,34
3902,Mountain Cove Farms Resort DGC,Chickamauga,GA,30707,34.635419,-85.458991,7721,2015,Rubber,Mach 5,18,8000,3.96,False,2,1,61,59.9,-0.06111111111111119,4.0,11
3225,Langan Park,Mobile,AL,36608,30.707001,-88.161697,75,1984,Concrete,Dynamic Veteran,20,8000,3.96,True,0,0,64,55.5,-0.425,3.72,34
3493,Lydle Gulch - Gold,Boise,ID,83716,43.519933,-116.054635,5813,2012,Other,DISCatcher,20,7998,3.96,False,1,0,60,56.9,-0.15500000000000008,2.75,6
4503,Pine Hills Golf Course - South,Laingsburg,MI,48848,42.893836,-84.339485,8569,2016,Grass,MVP Black Hole,18,7997,3.96,True,1,0,61,46.4,-0.8111111111111112,4.0,1
1069,Circle C Metro Park @ Slaughter Creek,Austin,TX,78735,30.199721,-97.88681,542,1993,Concrete,DISCatcher,18,7987,3.96,True,1,1,64,54.9,-0.5055555555555556,4.45,81
6084,Trey Texas Ranch - Trey Deuce,Mount Vernon,TX,75457,33.116,-95.2844,6620,2013,Concrete,DISCatcher,18,7980,3.96,True,1,1,64,59.8,-0.2333333333333335,4.57,15
3132,Lake Marshall - The Lair,Montross,VA,22520,38.057315,-76.741832,8965,2017,Mixed,Prodigy,18,7975,3.95,True,1,1,65,59.8,-0.28888888888888903,4.57,7
4456,Pettibone Park,La Crosse,WI,54601,43.818969,-91.266786,6377,2013,Concrete,Mach 2,27,7966,3.95,False,0,1,82,73.0,-0.3333333333333333,2.92,6
1382,Dalimonte DGC,Sault Sainte Marie,MI,49783,46.475426,-84.346225,3927,2009,Gravel,Lightning DB-5,18,7962,3.95,True,1,2,68,66.1,-0.10555555555555587,1.6,5
2600,Holly Run,Gibsonville,NC,27249,36.166789,-79.604982,9659,2018,Gravel,DISCatcher,30,7960,3.95,True,1,2,69,66.8,-0.07333333333333343,3.25,6
5946,The TRAXX,Bryant,AR,72022,34.593365,-92.514612,9453,2017,Concrete,Mach X,18,7959,3.95,True,0,1,57,59.7,0.15000000000000016,3.63,4
249,Bailey DGC,Bailey,CO,80421,39.435282,-105.442765,4730,2010,Turf,Other,21,7954,3.95,True,2,1,67,63.9,-0.14761904761904768,4.54,49
5932,The Sarge,Hardeeville,SC,29927,32.326909,-81.046969,2498,2007,Mixed,DISCatcher,20,7951,3.94,True,0,2,70,48.0,-1.1,3.53,37
586,Brazos Park East,Waco,TX,76701,31.58319,-97.15083,5062,2003,Concrete,Dynamic Veteran,18,7949,3.94,True,0,1,67,59.7,-0.4055555555555554,4.21,14
4549,Pioneer Trails DGC,Gladstone,MI,49837,45.795914,-87.075341,6285,2013,Gravel,DISCatcher,24,7945,3.94,True,1,2,81,69.3,-0.4875000000000001,3.2,5
3082,Lagoon Valley,Vacaville,CA,95688,38.3297,-122.010002,25,2000,Mixed,Mach 2,27,7942,3.94,True,0,0,81,63.8,-0.6370370370370372,3.16,41
780,Camp Hawk,Newton,KS,67114,37.995617,-97.363548,306,2000,Concrete,Mach 3,24,7941,3.94,False,0,1,72,64.9,-0.2958333333333331,3.33,12
2154,Giles Run,Lorton,VA,22079,38.709947,-77.240581,2473,2007,Concrete,Mach 3,36,7931,3.94,True,1,1,63,59.2,-0.10555555555555547,3.64,52
6567,Wildcat Bluff,Urbana,IA,52345,42.193998,-91.88673,2011,2007,Concrete,Mach X,21,7925,3.93,True,2,2,63,69.6,0.314285714285714,4.64,54
4179,Oak Park,Wichita,KS,67212,37.706716,-97.35515,459,1989,Concrete,Mach X,18,7922,3.93,True,0,1,59,59.3,0.01666666666666651,3.98,22
3276,Leila Arboretum,Battle Creek,MI,49037,42.336683,-85.214501,6167,2013,Concrete,Arroyo Vortex,18,7910,3.93,False,2,2,59,65.8,0.3777777777777776,3.54,14
2670,Hummel Park,Omaha,NE,68112,41.373,-95.955,4511,2011,Natural,DISCatcher,18,7903,3.93,True,2,2,62,61.6,-0.022222222222222143,3.88,30
3421,Logan University DGC,Chesterfield,MO,63017,38.633572,-90.540967,6521,2013,Turf,Gateway Titan,18,7900,3.93,True,1,1,61,55.2,-0.3222222222222221,3.59,17
4495,Pinchot State Park - Quaker's Challenge,Lewisberry,PA,17339,40.0725,-76.8985,2315,2007,Concrete,DISCatcher,35,7900,3.93,True,2,2,69,67.1,-0.05428571428571445,4.07,30
3365,Lion's Park,Temple,TX,76504,31.06361,-97.400833,303,2005,Concrete,DISCatcher,21,7896,3.92,True,1,1,68,63.2,-0.22857142857142843,3.78,32
1371,Cypress Point Park,Tampa,FL,33607,27.950883,-82.542319,6766,2014,Concrete,DISCatcher,18,7895,3.92,False,0,2,66,61.2,-0.2666666666666665,3.86,35
2033,Franklin Falls Dam,Franklin,NH,03235,43.471925,-71.650379,8749,2016,Rubber,Chainstar,18,7887,3.92,False,1,1,61,59.2,-0.09999999999999984,3.58,6
3348,Lincoln Ridge Park,Independence,KY,41051,38.96565,-84.5614,730,1981,Concrete,Chainstar,24,7886,3.92,True,2,1,83,66.5,-0.6875,4.44,118
5970,Thompson Park,Jamesburg,NJ,08831,40.341932,-74.440151,7305,2015,Rubber,Mach 5,18,7884,3.92,True,1,0,64,52.4,-0.6444444444444445,3.94,18
